Date,Open,High,Low,Close,Adj Close,Volume
5/16/2014,null,null,null,null,null,null
5/19/2014,null,null,null,null,null,null
5/20/2014,null,null,null,null,null,null
5/21/2014,null,null,null,null,null,null
5/22/2014,null,null,null,null,null,null
5/23/2014,null,null,null,null,null,null
5/27/2014,null,null,null,null,null,null
5/28/2014,null,null,null,null,null,null
5/29/2014,null,null,null,null,null,null
5/30/2014,null,null,null,null,null,null
6/2/2014,null,null,null,null,null,null
6/3/2014,null,null,null,null,null,null
6/4/2014,null,null,null,null,null,null
6/5/2014,null,null,null,null,null,null
6/6/2014,null,null,null,null,null,null
6/9/2014,null,null,null,null,null,null
6/10/2014,null,null,null,null,null,null
6/11/2014,null,null,null,null,null,null
6/12/2014,null,null,null,null,null,null
6/13/2014,null,null,null,null,null,null
6/16/2014,null,null,null,null,null,null
6/17/2014,null,null,null,null,null,null
6/18/2014,null,null,null,null,null,null
6/19/2014,null,null,null,null,null,null
6/20/2014,null,null,null,null,null,null
6/23/2014,null,null,null,null,null,null
6/24/2014,null,null,null,null,null,null
6/25/2014,null,null,null,null,null,null
6/26/2014,null,null,null,null,null,null
6/27/2014,null,null,null,null,null,null
6/30/2014,null,null,null,null,null,null
7/1/2014,null,null,null,null,null,null
7/2/2014,null,null,null,null,null,null
7/3/2014,null,null,null,null,null,null
7/7/2014,null,null,null,null,null,null
7/8/2014,null,null,null,null,null,null
7/9/2014,null,null,null,null,null,null
7/10/2014,null,null,null,null,null,null
7/11/2014,null,null,null,null,null,null
7/14/2014,3.146,3.146,3.146,3.146,3.077494,0
7/15/2014,3.167,3.167,3.167,3.167,3.098037,0
7/16/2014,3.211,3.211,3.211,3.211,3.141079,0
7/17/2014,3.213,3.213,3.213,3.213,3.143036,0
7/18/2014,3.153,3.153,3.153,3.153,3.084342,0
7/21/2014,3.152,3.152,3.152,3.152,3.083364,0
7/22/2014,3.161,3.161,3.161,3.161,3.092168,0
7/23/2014,3.186,3.186,3.186,3.186,3.116624,0
7/24/2014,3.2,3.2,3.2,3.2,3.130319,0
7/25/2014,3.27,3.27,3.27,3.27,3.198794,0
7/28/2014,3.298,3.298,3.298,3.298,3.226185,0
7/29/2014,3.307,3.307,3.307,3.307,3.234988,0
7/30/2014,3.302,3.302,3.302,3.302,3.230097,0
7/31/2014,3.24,3.24,3.24,3.24,3.169448,0
8/1/2014,3.216,3.216,3.216,3.216,3.14597,0
8/4/2014,3.243,3.243,3.243,3.243,3.172382,0
8/5/2014,3.19,3.19,3.19,3.19,3.120537,0
8/6/2014,3.16,3.161,3.16,3.161,3.092168,0
8/7/2014,3.206,3.206,3.205,3.205,3.13521,0
8/8/2014,3.143,3.143,3.143,3.143,3.07456,0
8/11/2014,3.247,3.247,3.247,3.247,3.176296,0
8/12/2014,3.219,3.219,3.219,3.219,3.148905,0
8/13/2014,3.24,3.24,3.24,3.24,3.169448,0
8/14/2014,3.322,3.322,3.322,3.322,3.249662,0
8/15/2014,3.299,3.299,3.299,3.299,3.227163,0
8/18/2014,3.284,3.284,3.282,3.282,3.210533,0
8/19/2014,3.291,3.291,3.291,3.291,3.219337,0
8/20/2014,3.264,3.264,3.264,3.264,3.192925,0
8/21/2014,3.234,3.234,3.234,3.234,3.163579,0
8/22/2014,3.206,3.206,3.206,3.206,3.136188,0
8/25/2014,3.215,3.215,3.215,3.215,3.144992,0
8/26/2014,3.222,3.222,3.222,3.222,3.15184,0
8/27/2014,3.259,3.259,3.259,3.259,3.188034,0
8/28/2014,3.253,3.253,3.253,3.253,3.182165,0
8/29/2014,3.321,3.321,3.321,3.321,3.248684,0
9/2/2014,3.336,3.359,3.336,3.359,3.285856,0
9/3/2014,3.3,3.3,3.3,3.3,3.228141,0
9/4/2014,3.344,3.344,3.344,3.344,3.271183,0
9/5/2014,3.369,3.369,3.369,3.369,3.295639,0
9/8/2014,3.405,3.406,3.405,3.406,3.331833,0
9/9/2014,3.391,3.391,3.391,3.391,3.317159,0
9/10/2014,3.372,3.372,3.372,3.372,3.298573,0
9/11/2014,3.375,3.375,3.375,3.375,3.301508,0
9/12/2014,3.362,3.362,3.362,3.362,3.288791,0
9/15/2014,3.354,3.354,3.354,3.354,3.280965,0
9/16/2014,3.351,3.351,3.351,3.351,3.278031,0
9/17/2014,3.335,3.335,3.335,3.335,3.262379,0
9/18/2014,3.314,3.314,3.314,3.314,3.241836,0
9/19/2014,3.323,3.323,3.323,3.323,3.25064,0
9/22/2014,3.32,3.32,3.32,3.32,3.247705,0
9/23/2014,3.328,3.328,3.328,3.328,3.255531,0
9/24/2014,3.316,3.316,3.316,3.316,3.243792,0
9/25/2014,3.322,3.322,3.322,3.322,3.249662,0
9/26/2014,3.283,3.283,3.283,3.283,3.211511,0
9/29/2014,3.253,3.254,3.252,3.252,3.181186,0
9/30/2014,3.193,3.193,3.193,3.193,3.123471,0
10/1/2014,3.165,3.165,3.165,3.165,3.096081,0
10/2/2014,3.159,3.159,3.159,3.159,3.090211,0
10/3/2014,3.159,3.159,3.159,3.159,3.090211,0
10/6/2014,3.121,3.121,3.121,3.121,3.053039,0
10/7/2014,3.101,3.101,3.101,3.101,3.033474,0
10/8/2014,3.053,3.053,3.053,3.053,2.98652,0
10/9/2014,3.02,3.02,3.02,3.02,2.954238,0
10/10/2014,2.995,2.995,2.995,2.995,2.929782,0
10/13/2014,3.015,3.015,2.997,2.997,2.931739,1200
10/14/2014,2.973,2.973,2.973,2.973,2.908262,0
10/15/2014,3.002,3.002,3.002,3.002,2.93663,0
10/16/2014,2.874,2.874,2.874,2.874,2.811418,0
10/17/2014,2.893,2.893,2.893,2.893,2.830004,0
10/20/2014,3.017,3.017,3.017,3.017,2.951303,0
10/21/2014,2.905,2.905,2.905,2.905,2.841743,0
10/22/2014,2.992,2.992,2.992,2.992,2.926848,0
10/23/2014,2.965,2.965,2.965,2.965,2.900436,0
10/24/2014,2.988,2.988,2.988,2.988,2.922935,0
10/27/2014,3.036,3.036,3.036,3.036,2.96989,0
10/28/2014,3.051,3.051,3.051,3.051,2.984563,0
10/29/2014,3.124,3.124,3.124,3.124,3.055974,0
10/30/2014,3.15,3.15,3.15,3.15,3.081407,0
10/31/2014,3.201,3.201,3.197,3.197,3.127384,0
11/3/2014,3.176,3.176,3.176,3.176,3.106842,0
11/4/2014,3.204,3.204,3.204,3.204,3.134232,0
11/5/2014,3.219,3.219,3.219,3.219,3.148905,0
11/6/2014,3.139,3.139,3.139,3.139,3.070647,0
11/7/2014,3.169,3.169,3.169,3.169,3.099994,0
11/10/2014,3.195,3.195,3.195,3.195,3.125427,0
11/11/2014,3.216,3.216,3.216,3.216,3.14597,0
11/12/2014,3.221,3.221,3.221,3.221,3.150862,0
11/13/2014,3.282,3.282,3.282,3.282,3.210533,0
11/14/2014,3.323,3.323,3.323,3.323,3.25064,0
11/17/2014,3.279,3.279,3.279,3.279,3.207598,0
11/18/2014,3.318,3.318,3.318,3.318,3.245749,0
11/19/2014,3.294,3.294,3.294,3.294,3.222271,0
11/20/2014,3.211,3.211,3.211,3.211,3.141079,0
11/21/2014,3.318,3.318,3.318,3.318,3.245749,0
11/24/2014,3.333,3.333,3.333,3.333,3.260422,0
11/25/2014,3.332,3.332,3.332,3.332,3.259444,0
11/26/2014,3.34,3.34,3.34,3.34,3.26727,0
11/28/2014,3.287,3.287,3.264,3.264,3.192925,0
12/1/2014,3.27,3.27,3.27,3.27,3.198794,0
12/2/2014,3.288,3.288,3.288,3.288,3.216402,0
12/3/2014,3.113,3.113,3.113,3.113,3.045213,0
12/4/2014,3.251,3.251,3.251,3.251,3.180208,0
12/5/2014,3.315,3.315,3.315,3.315,3.242814,0
12/8/2014,3.406,3.406,3.406,3.406,3.331833,0
12/9/2014,3.396,3.396,3.396,3.396,3.322051,0
12/10/2014,3.344,3.344,3.344,3.344,3.271183,0
12/11/2014,3.335,3.335,3.335,3.335,3.262379,0
12/12/2014,3.324,3.324,3.324,3.324,3.251618,0
12/15/2014,3.244,3.244,3.244,3.244,3.17336,0
12/16/2014,3.167,3.167,3.167,3.167,3.098037,0
12/17/2014,3.277,3.277,3.277,3.277,3.205642,0
12/18/2014,3.377,3.377,3.377,3.377,3.303464,0
12/19/2014,3.457,3.457,3.457,3.457,3.381722,0
12/22/2014,3.487,3.487,3.487,3.487,3.411069,0
12/23/2014,3.443,3.443,3.443,3.443,3.368027,0
12/24/2014,3.443,3.443,3.443,3.443,3.368027,0
12/26/2014,3.443,3.443,3.443,3.443,3.368027,0
12/29/2014,3.476,3.476,3.476,3.476,3.400309,0
12/30/2014,3.471,3.471,3.459,3.459,3.383679,0
12/31/2014,3.471,3.471,3.471,3.471,3.395417,0
1/2/2015,3.459,3.465,3.459,3.465,3.389548,0
1/5/2015,3.545,3.545,3.545,3.545,3.467806,0
1/6/2015,3.459,3.459,3.459,3.459,3.383679,0
1/7/2015,3.452,3.452,3.452,3.452,3.376831,0
1/8/2015,3.465,3.465,3.465,3.465,3.389548,0
1/9/2015,3.409,3.409,3.409,3.409,3.334768,0
1/12/2015,null,null,null,null,null,null
1/13/2015,null,null,null,null,null,null
1/14/2015,null,null,null,null,null,null
1/15/2015,null,null,null,null,null,null
1/16/2015,null,null,null,null,null,null
1/20/2015,null,null,null,null,null,null
1/21/2015,null,null,null,null,null,null
1/22/2015,3.582,3.582,3.582,3.582,3.504,0
1/23/2015,3.728,3.728,3.728,3.728,3.646821,0
1/26/2015,3.956,3.956,3.956,3.956,3.869856,0
1/27/2015,3.926,3.926,3.926,3.926,3.84051,0
1/28/2015,3.945,3.945,3.945,3.945,3.859096,0
1/29/2015,3.999,3.999,3.999,3.999,3.91192,0
1/30/2015,4.084,4.084,4.084,4.084,3.995069,0
2/2/2015,4,4.116,4,4.116,4.026372,50
2/3/2015,4.026,4.026,4.026,4.026,3.938332,0
2/4/2015,3.927,3.927,3.927,3.927,3.841488,0
2/5/2015,4.043,4.043,4.043,4.043,3.954962,0
2/6/2015,4.012,4.012,4.012,4.012,3.924637,0
2/9/2015,4.045,4.045,4.045,4.045,3.956918,0
2/10/2015,4.067,4.067,4.067,4.067,3.978439,0
2/11/2015,3.991,3.991,3.991,3.991,3.904094,0
